		名詞	
まーく	Mark	名詞	一般ビジネス
まーくだうん	Markdown	名詞	ウェブ・IT用語
まーけっと	market	名詞	Unity/C#
まーけっと	Market	名詞	一般ビジネス
まーけっとぷれいす	Marketplace	名詞	ゲーム制作・経営
まーけてぃんぐ	Marketing	名詞	一般ビジネス
まーじ	Merge	名詞	一般IT
まーしゅ	Marsh	名詞	地形・環境
まーじりく	MergeRequest	名詞	ウェブ・IT用語
まーじん	Margin	名詞	一般ビジネス
まーず	Mars	名詞	天体・宇宙
まーち	March	名詞	時間・季節
まーぶる	Marble	名詞	色・素材
まいえすきゅーえる	MySQL	名詞	ウェブ・IT用語
まいく	Microphone	名詞	楽器・音楽
まいぐれーしょん	Migration	名詞	IT
まいくろ	Micro	名詞	一般ビジネス
まいくろいんたらくしょん	Microinteraction	名詞	UI/UX
まいくろこぴー	Microcopy	名詞	UI/UX
まいくろさーびす	Microservices	名詞	ウェブ・IT用語
まいくろとらんざくしょん	Microtransaction	名詞	ゲーム用語
まいくろふぁせっと	Microfacet	名詞	アート手法
まいないぜーしょん	Migration	名詞	ウェブ・IT用語
まいなす	Minus	名詞	一般ビジネス
まいのー	Minor	名詞	一般ビジネス
まいるすとーん	Milestone	名詞	ゲーム制作・経営
まいんど	Mind	名詞	ゲーム用語
まいんどせっと	Mindset	名詞	ビジネス
まうす	Mouse	名詞	一般IT
まうすぽじしょん	MousePosition	名詞	Unity/C#
まうんてん	Mountain	名詞	地形・環境
まうんと	Mount	名詞	ゲーム用語
まがじん	Magazine	名詞	一般ビジネス
まきんば	Marimba	名詞	楽器・音楽
まぐにちゅーど	Magnitude	名詞	Unity/C#
まぐねてぃっく	Magnetic	名詞	アート手法
まくろ	Macro	名詞	映像用語
まさむね	Masamune	名詞	ゲーム用語
まじっく	Magic	名詞	一般ビジネス
まじっくわんど	Magic Wand	名詞	編集用語
ましん	Machine	名詞	一般IT
ましんらーにんぐ	Machine Learning	名詞	IT
ます	Mass	名詞	一般ビジネス
ますく	mask	名詞	Unity/C#
ますく	Mask	名詞	一般ビジネス
ますく	Masking	名詞	映像用語
ますたー	Master	名詞	一般ビジネス
ますたーあっぷ	masterup	名詞	Unity/C#
ますたーあっぷ	Master Up	名詞	ゲーム制作・経営
ますたーくりっぷ	Master Clip	名詞	映像用語
ますたりんぐ	Mastering	名詞	映像用語
まする	Muscle	名詞	身体・解剖
まぜんた	Magenta	名詞	色・素材
まっく	Mac	名詞	Unity/C#
まっくす	Max	名詞	一般ビジネス
まっしゅるーむ	Mushroom	名詞	植物・生物
まったいぺいんてぃんぐ	Matte Painting	名詞	アート手法
まっちむーぶ	Matchmove	名詞	映像用語
まっちめいきんぐ	Matchmaking	名詞	ゲーム用語
まっと	Matte	名詞	色・素材
まっぷ	Map	名詞	一般ビジネス
まつり	Festival	名詞	一般ビジネス
まてりある	Material	名詞	Unity/C#
まとりっくす	Matrix	名詞	数・単位
まな	Mana	名詞	ゲーム用語
まにゅある	Manual	名詞	一般ビジネス
まにゅあるふぉーかす	Manual Focus	名詞	映像用語
まねー	Money	名詞	一般ビジネス
まねーじゃー	manager	名詞	Unity/C#
まねーじゃー	Manager	名詞	一般ビジネス
まねじめんと	Management	名詞	一般ビジネス
まねたいぜーしょん	Monetization	名詞	ゲーム制作・経営
まひ	Paralyze	名詞	ゲーム用語
まふらー	Muffler	名詞	ファッション
まほー	magic	名詞	Unity/C#
ままる	Mammal	名詞	植物・生物
まや	Maya	名詞	ツール・ブランド
まりん	Marine	名詞	色・素材
まるうぇあ	Malware	名詞	ウェブ・IT用語
まるじん	Margin	名詞	ウェブ・IT用語
まるちえんでぃんぐ	Multi-ending	名詞	ゲーム用語
まるちすれっど	MultiThread	名詞	ウェブ・IT用語
まるちばーす	Multiverse	名詞	概念・抽象
まるちぷれいやー	Multiplayer	名詞	ゲーム用語
まるちめでぃあ	Multimedia	名詞	一般IT
まるちもーだる	Multimodal	名詞	ウェブ・IT用語
まると	Multi	名詞	一般ビジネス
まろん	Maroon	名詞	色・素材
まんぐろーぶ	Mangrove	名詞	植物・生物
まんしょん	Mansion	名詞	建築・構造
まんでー	Monday	名詞	時間・季節
まんと	Cloak	名詞	装備部位
まんとお	Cloak	名詞	ゲーム用語
まんとす	Mantis	名詞	植物・生物
まんどりん	Mandolin	名詞	楽器・音楽
みがへるつ	MHz	名詞	Unity/C#
みきさー	Mixer	名詞	楽器・音楽
みきしんぐ	Mixing	名詞	映像用語
みさいる	Missile	名詞	機械・軍事
みす	miss	名詞	Unity/C#
みすてりー	Mystery	名詞	抽象・方向
みすと	Mist	名詞	気象・自然
みすとらる	Mistral	名詞	ウェブ・IT用語
みすりる	Mithril	名詞	色・素材
みっくす	Mix	名詞	一般ビジネス
みっくすどめでぃあ	Mixed Media	名詞	アート手法
みっしょん	mission	名詞	Unity/C#
みっしょん	Mission	名詞	一般ビジネス
みっぷまっぷ	Mipmap	名詞	最適化
みでぃあむしょっと	Medium Shot	名詞	映像用語
みどないと	Midnight	名詞	時間・季節
みどり	Green	名詞	色・素材
みどる	Middle	名詞	一般ビジネス
みどるうぇあ	Middleware	名詞	サウンド
みにまむ	Minimum	名詞	一般ビジネス
みにまりずむ	Minimalism	名詞	グラフィック・デザイン
みねらる	Mineral	名詞	身体・解剖
みのたうろす	Minotaur	名詞	ゲーム用語
みゅー	Mu	名詞	数・単位
みゅーじあむ	Museum	名詞	一般ビジネス
みゅーじかる	Musical	名詞	楽器・音楽
みゅーじっく	Music	名詞	一般ビジネス
みょるにる	Mjolnir	名詞	ゲーム用語
みらー	Mirror	名詞	一般IT
みらーじゅ	Mirage	名詞	気象・自然
みらくる	Miracle	名詞	概念・抽象
みり	Milli	名詞	数・単位
みりおん	Million	名詞	一般ビジネス
みん	Min	名詞	Unity/C#
みんく	Mink	名詞	植物・生物
みんちょう	Mincho	名詞	タイポグラフィ
むーゔめんと	Movement	名詞	グラフィック・デザイン
むーどぼーど	Moodboard	名詞	グラフィック・デザイン
むーびー	Movie	名詞	一般ビジネス
むーぶとぅわーず	MoveTowards	名詞	Unity/C#
むーん	Noon	名詞	時間・季節
むーん	Moon	名詞	天体・宇宙
むかきん	Free-to-play	名詞	ゲーム用語
むち	Whip	名詞	ゲーム用語
むらさき	Purple	名詞	色・素材
むらまさ	Muramasa	名詞	ゲーム用語
めい	May	名詞	時間・季節
めいじ	Mage	名詞	ゲーム用語
めいす	Mace	名詞	ゲーム用語
めいど	Luminance	名詞	編集用語
めいん	Main	名詞	一般ビジネス
めいんふれーむ	Mainframe	名詞	一般IT
めーかー	Maker	名詞	一般ビジネス
めーたー	Meter	名詞	一般ビジネス
めーる	Mail	名詞	一般IT
めが	Mega	名詞	数・単位
めかでざいん	Mecha Design	名詞	アート手法
めがばいと	MB	名詞	Unity/C#
めそっど	Method	名詞	一般IT
めた	Meta	名詞	ウェブ・IT用語
めたげーむ	Metagame	名詞	ゲーム設計
めたでーた	Metadata	名詞	ウェブ・IT用語
めたばーす	Metaverse	名詞	ウェブ・IT用語
めたりっく	Metallic	名詞	色・素材
めたる	Metal	名詞	一般ビジネス
めたるねす	Metalness	名詞	グラフィック・デザイン
めっしゅ	Mesh	名詞	Unity/C#
めっしゅこらいだー	MeshCollider	名詞	Unity/C#
めっしゅれんだらー	MeshRenderer	名詞	Unity/C#
めっせーじ	Message	名詞	一般IT
めっせーじきゅー	MessageQueue	名詞	ウェブ・IT用語
めでぃあ	Media	名詞	一般ビジネス
めてお	Meteor	名詞	ゲーム用語
めでゅーさ	Medusa	名詞	ゲーム用語
めとろいどゔぁにあ	Metroidvania	名詞	ゲーム用語
めにゅー	Menu	名詞	一般IT
めにゅーばー	Menu Bar	名詞	UI/UX
めぬーあいてむ	MenuItem	名詞	Unity/C#
めまてりある	Material	名詞	映像用語
めもりー	Memory	名詞	一般IT
めもりりーく	MemoryLeak	名詞	Unity/C#
めもりりーく	Memory Leak	名詞	ゲーム用語
めら	Fireball	名詞	ゲーム用語
めらんこりー	Melancholy	名詞	概念・抽象
めりっと	Merit	名詞	一般ビジネス
めりば	Merry Bad End	名詞	ゲーム用語
めろでぃー	Melody	名詞	楽器・音楽
めんしょん	Mention	名詞	一般IT
めんたー	Mentor	名詞	一般ビジネス
めんたる	Mental	名詞	一般ビジネス
めんて	Maintenance	名詞	ゲーム用語
めんてなびりてぃ	Maintainability	名詞	ウェブ・IT用語
めんてなんす	Maintenance	名詞	一般IT
めんばー	Member	名詞	一般ビジネス
めんばーしっぷ	Membership	名詞	一般ビジネス
もあれ	Moire	名詞	制作・運用
もーしょん	Motion	名詞	一般ビジネス
もーしょんきゃぷちゃ	Motion Capture	名詞	リギング
もーしょんぐらふぃっくす	Motion Graphics	名詞	アート手法
もーしょんぱす	Motion Path	名詞	映像用語
もーしょんぶらー	Motion Blur	名詞	映像用語
もーだる	Modal	名詞	ウェブ・IT用語
もーど	Mode	名詞	一般IT
もーにんぐ	Morning	名詞	時間・季節
もーふたーげっと	Morph Target	名詞	リギング
もーもん	Mammon	名詞	ゲーム用語
もきゃっぷ	Mocap	名詞	リギング
もじ	Font	名詞	映像用語
もじゅーる	module	名詞	Unity/C#
もじゅーる	Module	名詞	一般IT
もじゅらーあせっと	Modular Asset	名詞	レベルデザイン
もしょぶら	MotionBlur	名詞	Unity/C#
もす	Moss	名詞	植物・生物
もす	Moth	名詞	植物・生物
もだん	Modern	名詞	一般ビジネス
もちーふ	Motif	名詞	一般ビジネス
もちべーしょん	Motivation	名詞	一般ビジネス
もっく	Mock	名詞	Unity/C#
もっくあっぷ	Mockup	名詞	ウェブ・IT用語
もっど	Mod	名詞	ゲーム用語
もでらー	modeler	名詞	Unity/C#
もでる	Model	名詞	一般ビジネス
もでれーしょん	Moderation	名詞	制作・運用
もにたー	Monitor	名詞	一般IT
もにたりんぐ	Monitoring	名詞	一般IT
もねたいず	Monetize	名詞	ビジネス
もの	Mono	名詞	数・単位
ものくろーむ	Monochrome	名詞	色・素材
ものすぺーす	Monospace	名詞	編集用語
ものびへいびあ	MonoBehaviour	名詞	Unity/C#
ものらる	Mono	名詞	映像用語
ものりしっく	Monolithic	名詞	ウェブ・IT用語
もばいる	Mobile	名詞	一般IT
もぶぷろ	MobProgramming	名詞	ウェブ・IT用語
もめんたむ	Momentum	名詞	一般ビジネス
もらすく	Mollusk	名詞	植物・生物
もらる	Moral	名詞	概念・抽象
もりてぃあるでざいん	Material Design	名詞	グラフィック・デザイン
もるたー	Mortar	名詞	色・素材
もんく	Monk	名詞	ゲーム用語
もんくろ	Monochrome	名詞	グラフィック・デザイン
もんごでぃーびー	MongoDB	名詞	ウェブ・IT用語
もんごる	Mongol Style	名詞	ゲーム用語
やーど	Yard	名詞	一般ビジネス
やーん	Yarn	名詞	ウェブ・IT用語
やきこみ	Burn	名詞	編集用語
やりこみ	Completionist	名詞	ゲーム用語
ゆーあーぶい	UAV	名詞	機械・軍事
ゆーあーるあい	URI	名詞	ウェブ・IT用語
ゆーあーるえぬ	URN	名詞	ウェブ・IT用語
ゆーあーるえる	URL	名詞	略語
ゆーあーるぴー	URP	名詞	Unity/C#
ゆーあい	UI	名詞	ウェブ・IT用語
ゆーあいでぃー	UID	名詞	ウェブ・IT用語
ゆーえすびー	USB	名詞	略語
ゆーえっくす	UX	名詞	ウェブ・IT用語
ゆーえるあいでぃー	ULID	名詞	ウェブ・IT用語
ゆーかり	Eucalyptus	名詞	植物・生物
ゆーざー	user	名詞	Unity/C#
ゆーざー	User	名詞	一般IT
ゆーざーいんたーふぇーす	User Interface	名詞	UI/UX
ゆーざーえくすぺりえんす	User Experience	名詞	UI/UX
ゆーざーじゃーにー	User Journey	名詞	UI/UX
ゆーざーすとーりー	UserStory	名詞	ウェブ・IT用語
ゆーざびりてぃてすと	Usability Testing	名詞	UI/UX
ゆーじーしー	UGC	名詞	制作・運用
ゆーじんぐ	using	名詞	Unity/C#
ゆーすけーす	UseCase	名詞	ウェブ・IT用語
ゆーてぃーえふはち	UTF-8	名詞	ウェブ・IT用語
ゆーでぃーぴー	UDP	名詞	ウェブ・IT用語
ゆーてぃりてぃ	Utility	名詞	一般IT
ゆーぶい	UV	名詞	Unity/C#
ゆーふぉりあ	Euphoria	名詞	概念・抽象
ゆーゆーあいでぃー	UUID	名詞	ウェブ・IT用語
ゆにーく	Unique	名詞	一般ビジネス
ゆにーてぃー	Unity	名詞	Unity/C#
ゆにーてぃーあくしょん	UnityAction	名詞	Unity/C#
ゆにーてぃーいべんと	UnityEvent	名詞	Unity/C#
ゆにおん	Union	名詞	一般ビジネス
ゆにこーど	Unicode	名詞	ウェブ・IT用語
ゆにこーん	Unicorn	名詞	ビジネス
ゆにっと	Unit	名詞	一般ビジネス
ゆにっとてすと	UnitTest	名詞	Unity/C#
ゆにてぃ	Unity	名詞	グラフィック・デザイン
ゆにばーさる	Universal	名詞	一般ビジネス
ゆにばーす	Universe	名詞	天体・宇宙
ゆにふぉーむ	Uniform	名詞	ファッション
よいち	Yoichi	名詞	ゲーム用語
よみこみ	read	名詞	Unity/C#
よるむんがんど	Jormungand	名詞	ゲーム用語
よんけー	4K	名詞	映像用語
らーぷ	Lerp	名詞	Unity/C#
らいうらり	Library	名詞	ウェブ・IT用語
らいく	Like	名詞	一般ビジネス
らいせんす	License	名詞	一般IT
らいだー	Rider	名詞	Unity/C#
らいと	right	名詞	Unity/C#
らいと	Light	名詞	一般ビジネス
らいとにんぐ	Lightning	名詞	気象・自然
らいとぷろーぶ	LightProbe	名詞	Unity/C#
らいとべいく	Light Bake	名詞	レベルデザイン
らいとまっぷ	Lightmap	名詞	Unity/C#
らいともーど	LightMode	名詞	ウェブ・IT用語
らいともーど	Light Mode	名詞	UI/UX
らいふ	Life	名詞	一般ビジネス
らいぶ	Live	名詞	一般ビジネス
らいぶおぷす	LiveOps	名詞	制作・運用
らいふさいくる	Lifecycle	名詞	一般ビジネス
らいふすたいる	Lifestyle	名詞	一般ビジネス
らいぶぺいんと	Live Paint	名詞	編集用語
らいぶらり	Library	名詞	一般IT
らいぶらりー	Library	名詞	建築・構造
らいふる	Rifle	名詞	機械・軍事
らいむ	Lime	名詞	色・素材
らいん	Line	名詞	一般ビジネス
らいんあっぷ	Lineup	名詞	一般ビジネス
らうたー	Router	名詞	一般IT
らうんど	Round	名詞	一般ビジネス
らぐ	RAG	名詞	ウェブ・IT用語
らぐ	Lag	名詞	ゲーム用語
らぐなろく	Ragnarok	名詞	ゲーム用語
らじおぼたん	Radio Button	名詞	UI/UX
らすたー	Raster	名詞	色・素材
らすたらいず	Rasterize	名詞	編集用語
らすたらいぜーしょん	Rasterization	名詞	アート手法
らだー	Ladder	名詞	ゲーム用語
らっく	Luck	名詞	ゲーム用語
らっくふぉーかす	Rack Focus	名詞	映像用語
らっと	LUT	名詞	映像用語
らでぃあんす	Radiance	名詞	アート手法
らばー	Rubber	名詞	色・素材
らふねす	Roughness	名詞	グラフィック・デザイン
らべる	Label	名詞	一般ビジネス
らべんだー	Lavender	名詞	色・素材
らぼ	Lab	名詞	一般ビジネス
らぼらとりー	Laboratory	名詞	一般ビジネス
らま	Llama	名詞	ウェブ・IT用語
らむう	Ramuh	名詞	ゲーム用語
らむだ	Lambda	名詞	数・単位
らむだしき	Lambda	名詞	Unity/C#
ららべる	Laravel	名詞	ウェブ・IT用語
らんきんぐ	ranking	名詞	Unity/C#
らんきんぐ	Ranking	名詞	一般ビジネス
らんく	Rank	名詞	ゲーム用語
らんぐ	Lung	名詞	身体・解剖
らんさむうぇあ	Ransomware	名詞	ウェブ・IT用語
らんたいむ	Runtime	名詞	制作・運用
らんだむ	Random	名詞	一般IT
らんち	Lunch	名詞	一般ビジネス
らんてん	Random	名詞	制作・運用
らんどまーく	Landmark	名詞	レベルデザイン
らんどむ	random	名詞	Unity/C#
らんにんぐ	Running	名詞	一般ビジネス
らんばーと	Lambert	名詞	アート手法
らんぷ	Ramp	名詞	Unity/C#
らんぷ	Lamp	名詞	一般ビジネス
りあ	Rear	名詞	抽象・方向
りあーかいぶ	Archive	名詞	ウェブ・IT用語
りあうと	Layout	名詞	制作・運用
りあくしょん	Reaction	名詞	一般ビジネス
りあくてぃぶ	Reactive	名詞	ウェブ・IT用語
りあくと	React	名詞	ウェブ・IT用語
りあむ	Realm	名詞	抽象・方向
りあらしゅーてぃんぐ	Live Action	名詞	映像用語
りある	Real	名詞	一般ビジネス
りあるたいむ	Realtime	名詞	一般IT
りあるたいむらいと	Real-time Light	名詞	レベルデザイン
りーがる	Legal	名詞	一般ビジネス
りーじょん	Region	名詞	ゲーム用語
りーだー	Reader	名詞	一般ビジネス
りーだー	Leader	名詞	タイポグラフィ
りーだーしっぷ	Leadership	名詞	一般ビジネス
りーち	Reach	名詞	一般ビジネス
りーど	Lead	名詞	一般ビジネス
りーどおんりー	readonly	名詞	Unity/C#
りーどおんりー	Read-only	名詞	UI/UX
りーどたいむ	Lead time	名詞	一般ビジネス
りゔぁいあさん	Leviathan	名詞	ゲーム用語
りかおん	Lycaon	名詞	植物・生物
りがちゃ	Ligature	名詞	タイポグラフィ
りきっとれいあうと	Liquid Layout	名詞	UI/UX
りきゅーる	Liqueur	名詞	素材・料理
りぎんぐ	Rigging	名詞	Unity/C#
りぐ	Rig	名詞	Unity/C#
りくえすと	request	名詞	Unity/C#
りくえすと	Request	名詞	ウェブ・IT用語
りぐれっしょんてすと	Regression Test	名詞	QA・デバッグ
りぐれっと	Regret	名詞	概念・抽象
りさーち	Research	名詞	一般ビジネス
りさいくる	Recycle	名詞	一般ビジネス
りさいたる	Recital	名詞	楽器・音楽
りじぇね	Regen	名詞	ゲーム用語
りじぇねれーしょん	Regeneration	名詞	抽象・方向
りじすと	Register	名詞	制作・運用
りじっどぼでぃ	Rigidbody	名詞	Unity/C#
りすく	Risk	名詞	ビジネス
りすぐ	Risk	名詞	一般ビジネス
りすくあんどりたーん	Risk and Return	名詞	ゲーム設計
りすけじゅーる	Reschedule	名詞	一般ビジネス
りすてぃんぐ	Listing	名詞	一般ビジネス
りすと	List	名詞	一般IT
りすとあ	Restore	名詞	一般IT
りすぽーん	respawn	名詞	Unity/C#
りずむ	Rhythm	名詞	一般ビジネス
りせっと	Reset	名詞	一般IT
りせまら	reroll	名詞	Unity/C#
りせまら	Reroll	名詞	ゲーム用語
りそーす	resource	名詞	Unity/C#
りそーす	Resource	名詞	一般IT
りぞーるぶ	Resolve	名詞	制作・運用
りぞっと	Risotto	名詞	素材・料理
りぞりゅーしょん	Resolution	名詞	ゲーム用語
りたーげてぃんぐ	Retargeting	名詞	一般IT
りたーん	return	名詞	Unity/C#
りたーん	Return	名詞	一般ビジネス
りだいれくと	Redirect	名詞	ウェブ・IT用語
りだんだんしー	Redundancy	名詞	ウェブ・IT用語
りちゅある	Ritual	名詞	概念・抽象
りっくぜろきゅう	Rec.709	名詞	映像用語
りっくにーまるにまる	Rec.2020	名詞	映像用語
りっじ	Ridge	名詞	地形・環境
りっち	Lich	名詞	ゲーム用語
りっぷしんく	Lip Sync	名詞	サウンド
りっぷる	Ripple	名詞	映像用語
りてーく	Retake	名詞	映像用語
りてーる	Retail	名詞	一般ビジネス
りてらしー	Literacy	名詞	一般ビジネス
りてんしょん	Retention	名詞	一般ビジネス
りどぅ	Redo	名詞	Unity/C#
りどぽろじー	Retopology	名詞	アート手法
りどろすぺくてぃぶ	Retrospective	名詞	ウェブ・IT用語
りにあ	Linear	名詞	映像用語
りにあらいと	Linear Light	名詞	編集用語
りねん	Linen	名詞	色・素材
りばー	Liver	名詞	身体・解剖
りばー	River	名詞	地形・環境
りばーす	Reverse	名詞	一般ビジネス
りばーすぷろきし	ReverseProxy	名詞	ウェブ・IT用語
りばーぶ	Reverb	名詞	映像用語
りばーぶぞーん	Reverb Zone	名詞	サウンド
りばいゔぁる	Revival	名詞	抽象・方向
りはげっど	Rugged	名詞	タイポグラフィ
りばてぃ	Liberty	名詞	概念・抽象
りはびり	Rehab	名詞	映像用語
りはふて	Left-aligned	名詞	タイポグラフィ
りびじょん	Revision	名詞	一般IT
りびゅー	Review	名詞	一般ビジネス
りふ	ref	名詞	Unity/C#
りふぁくたー	Refactor	名詞	Unity/C#
りふぁくたりんぐ	Refactoring	名詞	Unity/C#
りふぁれんす	Reference	名詞	一般IT
りふじゅ	Refuge	名詞	地形・環境
りふと	Lift	名詞	映像用語
りぶら	Libra	名詞	天体・宇宙
りふらくしょん	Refraction	名詞	色・素材
りふれく	Reflect	名詞	ゲーム用語
りふれくしょん	Reflection	名詞	Unity/C#
りふれくしょんぷろーぶ	ReflectionProbe	名詞	Unity/C#
りふれっしゅ	Refresh	名詞	一般ビジネス
りべーす	Rebase	名詞	ウェブ・IT用語
りべんじ	Revenge	名詞	概念・抽象
りぽーと	Report	名詞	一般ビジネス
りぽじとり	Repository	名詞	Unity/C#
りますたー	Remaster	名詞	ゲーム用語
りみったー	Limiter	名詞	映像用語
りめいく	Remake	名詞	ゲーム用語
りもーと	remote	名詞	Unity/C#
りもーと	Remote	名詞	一般ビジネス
りもーとわーく	RemoteWork	名詞	ウェブ・IT用語
りゅーじょん	Illusion	名詞	抽象・方向
りゅーと	Lute	名詞	楽器・音楽
りら	Lyre	名詞	楽器・音楽
りらは	Right-aligned	名詞	タイポグラフィ
りりー	Lily	名詞	植物・生物
りりーす	release	名詞	Unity/C#
りりーす	Release	名詞	一般IT
りりす	Lilith	名詞	ゲーム用語
りれーしょん	Relation	名詞	一般IT
りわーど	Reward	名詞	ゲーム設計
りんかーねーしょん	Reincarnation	名詞	概念・抽象
りんく	LINQ	名詞	Unity/C#
りんく	Link	名詞	一般IT
りんぐ	Ring	名詞	一般ビジネス
りんっくす	Linux	名詞	Unity/C#
るいん	Ruin	名詞	建築・構造
るーきー	Rookie	名詞	一般ビジネス
るーちん	Routine	名詞	一般ビジネス
るーてぃん	Routine	名詞	制作・運用
るーと	Loot	名詞	ゲーム用語
るーと	Route	名詞	一般ビジネス
るーと	Root	名詞	制作・運用
るーどならてぃぶ	Ludonarrative	名詞	ゲーム設計
るーとぼっくす	Loot Box	名詞	ゲーム制作・経営
るーともーしょん	Root Motion	名詞	リギング
るーふ	Roof	名詞	建築・構造
るーぷ	Loop	名詞	一般IT
るーぷさうんど	Loop Sound	名詞	サウンド
るーまとらっく	Luma Track	名詞	映像用語
るーむ	Room	名詞	一般ビジネス
るーむとーん	Room Tone	名詞	映像用語
るーめん	Lumen	名詞	アート手法
るーる	Rule	名詞	一般ビジネス
るーるおぶさーず	Rule of Thirds	名詞	グラフィック・デザイン
るーん	Rune	名詞	ゲーム用語
るくす	Lux	名詞	アート手法
るしふぁー	Lucifer	名詞	ゲーム用語
るっくあっと	LookAt	名詞	Unity/C#
るっくあっぷてーぶる	LUT	名詞	制作・運用
るっくろてーしょん	LookRotation	名詞	Unity/C#
るな	Luna	名詞	天体・宇宙
るなえくりぷす	LunarEclipse	名詞	天体・宇宙
るなてぃっく	Lunatic	名詞	ゲーム用語
るびー	Ruby	名詞	色・素材
るまきー	Luma Key	名詞	映像用語
るましなんす	Luminance	名詞	映像用語
るみなんす	Luminance	名詞	色・素材
るみねせんす	Luminescence	名詞	グラフィック・デザイン
れあ	Rare	名詞	一般ビジネス
れいあうと	Layout	名詞	グラフィック・デザイン
れいきゃすと	Raycast	名詞	Unity/C#
れいきゃすとひと	RaycastHit	名詞	Unity/C#
れいく	Lake	名詞	地形・環境
れいざー	Razor	名詞	映像用語
れいず	Raise	名詞	ゲーム用語
れいたんしー	Latency	名詞	ウェブ・IT用語
れいてぃんぐ	Rating	名詞	制作・運用
れいど	Raid	名詞	ゲーム用語
れいとあっぷでーと	LateUpdate	名詞	Unity/C#
れいとれーしんぐ	Ray Tracing	名詞	制作・運用
れいぴあ	Rapier	名詞	ゲーム用語
れいやー	layer	名詞	Unity/C#
れいやー	Layer	名詞	一般IT
れいやーますく	LayerMask	名詞	Unity/C#
れいやうと	Layout	名詞	一般IT
れいんぼー	Rainbow	名詞	一般ビジネス
れー	Ray	名詞	植物・生物
れーざー	Laser	名詞	一般ビジネス
れーしお	Ratio	名詞	一般ビジネス
れーす	Lace	名詞	色・素材
れーだー	Radar	名詞	機械・軍事
れーてぃんぐ	Rating	名詞	ゲーム用語
れーとれーしんぐ	Ray Tracing	名詞	ゲーム用語
れーべる	Label	名詞	一般ビジネス
れお	Leo	名詞	天体・宇宙
れおぱーど	Leopard	名詞	植物・生物
れがしー	Legacy	名詞	IT
れくととらんすふぉーむ	RectTransform	名詞	Unity/C#
れげえ	Reggae	名詞	楽器・音楽
れこーど	Record	名詞	一般ビジネス
れこめんど	Recommend	名詞	一般ビジネス
れざー	Leather	名詞	色・素材
れざーあーまー	Leather Armor	名詞	ゲーム用語
れじぇんだりー	Legendary	名詞	ゲーム用語
れじすたんす	Resistance	名詞	ゲーム用語
れじすとり	Registry	名詞	ウェブ・IT用語
れしぴ	Recipe	名詞	一般ビジネス
れすと	rest	名詞	Unity/C#
れすと	Rest	名詞	楽器・音楽
れすとあぴ	REST API	名詞	ウェブ・IT用語
れすぽんしぶ	Responsive	名詞	一般IT
れすぽんしぶでざいん	Responsive Design	名詞	UI/UX
れすぽんす	response	名詞	Unity/C#
れすぽんす	Response	名詞	一般ビジネス
れすぽんすたいむ	ResponseTime	名詞	ウェブ・IT用語
れたーぼっくす	Letterbox	名詞	映像用語
れっすん	Lesson	名詞	一般ビジネス
れっどまいん	Redmine	名詞	QA・デバッグ
れでぃす	Redis	名詞	ウェブ・IT用語
れてぃな	Retina	名詞	ウェブ・IT用語
れでぃんぐ	Leading	名詞	編集用語
れとろ	Retro	名詞	一般ビジネス
れぷたいる	Reptile	名詞	植物・生物
れぺてぃしょん	Repetition	名詞	グラフィック・デザイン
れべにゅーしぇあ	Revenue Share	名詞	制作・運用
れべる	level	名詞	Unity/C#
れべる	Level	名詞	一般ビジネス
れべるほせい	Levels	名詞	編集用語
れんじ	Range	名詞	一般ビジネス
れんじゃー	Ranger	名詞	ゲーム用語
れんずふれあ	Lens Flare	名詞	映像用語
れんだー	Render	名詞	映像用語
れんだーきゅー	Render Queue	名詞	映像用語
れんだーてきすちゃ	RenderTexture	名詞	Unity/C#
れんだーふぁーむ	Render Farm	名詞	映像用語
れんだりんぐ	Rendering	名詞	ゲーム用語
れんだりんぐぱいぷらいん	RenderingPipeline	名詞	Unity/C#
れんたる	Rental	名詞	一般ビジネス
ろあす	ROAS	名詞	ゲーム制作・経営
ろいやるてぃ	Royalty	名詞	制作・運用
ろいやるてぃふりー	Royalty Free	名詞	映像用語
ろうれ	Low-Res	名詞	映像用語
ろー	RAW	名詞	ファイル形式
ろー	Rho	名詞	数・単位
ろーあんぐる	Low Angle	名詞	グラフィック・デザイン
ろーかすと	Locust	名詞	植物・生物
ろーからいず	Localize	名詞	QA・デバッグ
ろーかる	local	名詞	Unity/C#
ろーかる	Local	名詞	一般IT
ろーかるかんきょう	LocalEnvironment	名詞	ウェブ・IT用語
ろーかるすけーる	localScale	名詞	Unity/C#
ろーかるぽじしょん	localPosition	名詞	Unity/C#
ろーかるろてーしょん	localRotation	名詞	Unity/C#
ろーぐ	Rogue	名詞	ゲーム用語
ろーぐらいく	Roguelike	名詞	ゲーム用語
ろーこーど	LowCode	名詞	ウェブ・IT用語
ろーず	Rose	名詞	色・素材
ろーずまりー	Rosemary	名詞	素材・料理
ろーたー	Rotor	名詞	機械・軍事
ろーだー	Loader	名詞	UI/UX
ろーち	launch	名詞	Unity/C#
ろーち	Launch	名詞	ゲーム用語
ろーでぃんぐ	Loading	名詞	ゲーム用語
ろーど	load	名詞	Unity/C#
ろーど	Load	名詞	一般IT
ろーど	Road	名詞	一般ビジネス
ろーどしーん	LoadScene	名詞	Unity/C#
